Age,Avg Monthly GB Download,Avg Monthly Long Distance Charges,CLTV,Contract,Dependents,Device Protection Plan,Gender,Internet Service,Internet Type,Latitude,Longitude,Married,Monthly Charge,Multiple Lines,Number of Dependents,Number of Referrals,Offer,Online Backup,Online Security,Paperless Billing,Partner,Payment Method,Phone Service,Premium Tech Support,Referred a Friend,Satisfaction Score,Senior Citizen,Streaming Movies,Streaming Music,Streaming TV,Tenure in Months,Total Charges,Total Extra Data Charges,Total Long Distance Charges,Total Refunds,Total Revenue,Unlimited Data,Churn
74,10,14.78,3155,Two Year,0,0,Male,1,DSL,33.766004,-117.786763,0,59.6,1,0,0,,1,0,0,0,Bank Withdrawal,1,1,0,3,1,0,0,0,47,2754.0,0,694.66,0.0,3448.66,1,0
19,51,40.32,2626,Month-to-Month,0,0,Female,1,Cable,34.757783,-117.33997,0,44.95,0,0,0,,0,0,0,0,Bank Withdrawal,1,0,0,5,0,0,0,0,46,2168.9,0,1854.72,0.0,4023.62,1,0
79,6,5.14,6161,One Year,0,1,Male,1,DSL,38.784329,-121.373245,0,65.25,0,0,0,Offer B,0,0,0,0,Bank Withdrawal,1,1,0,4,1,1,0,0,54,3529.95,0,277.56,33.07,3774.44,1,0
53,0,16.72,4451,One Year,0,0,Female,0,,34.147149,-118.463365,0,19.35,0,0,0,Offer D,0,0,1,0,Bank Withdrawal,1,0,0,5,0,0,0,0,12,219.35,0,200.64,0.0,419.99,0,0
61,0,22.97,4204,Month-to-Month,0,0,Male,0,,37.529656,-120.854357,0,20.05,0,0,0,,0,0,0,0,Credit Card,1,0,0,3,0,0,0,0,18,358.5,0,413.46,0.0,771.96,0,0
34,0,26.11,3971,One Year,0,0,Male,0,,40.367964,-122.937379,1,20.55,0,0,6,,0,0,1,1,Credit Card,1,0,1,5,0,0,0,0,11,184.95,0,287.21,0.0,472.16,0,0
50,25,22.86,4154,Month-to-Month,0,0,Male,1,Fiber Optic,33.940619,-117.9513,0,69.8,0,0,0,,0,0,1,0,Bank Withdrawal,1,0,0,2,0,0,0,0,1,69.8,10,22.86,0.0,102.66,0,1
73,21,6.25,2233,Month-to-Month,0,0,Male,1,Fiber Optic,37.161544,-121.649371,1,94.45,1,0,1,,0,0,1,1,Bank Withdrawal,1,0,1,1,1,1,0,1,29,2653.65,0,181.25,0.0,2834.9,1,1
61,21,48.69,3142,Month-to-Month,0,1,Male,1,Fiber Optic,38.922812,-121.312005,1,104.1,1,0,2,Offer B,1,0,1,1,Bank Withdrawal,1,0,1,5,0,1,1,1,47,5135.15,0,2288.43,0.0,7423.58,1,0
52,8,44.67,6043,Month-to-Month,0,0,Male,1,Fiber Optic,37.550074,-118.837167,0,80.65,1,0,0,,0,0,0,0,Bank Withdrawal,1,1,0,5,0,0,0,0,58,4807.35,0,2590.86,0.0,7398.21,1,0
21,73,36.05,4842,Month-to-Month,0,1,Male,1,Fiber Optic,33.907361,-117.109972,0,106.45,1,0,0,Offer B,0,1,1,0,Bank Withdrawal,1,0,0,3,0,1,1,1,61,6300.15,0,2199.05,0.0,8499.2,1,0
47,7,0.0,2510,Month-to-Month,0,1,Female,1,DSL,35.511833,-120.918713,0,50.35,0,0,0,,0,0,1,0,Credit Card,0,0,0,5,0,1,1,1,26,1277.5,0,0.0,0.0,1277.5,1,0
47,19,24.08,4004,Two Year,1,1,Male,1,Fiber Optic,38.018065,-122.546024,1,111.95,0,1,9,,1,1,0,1,Bank Withdrawal,1,1,1,3,0,1,1,1,72,8033.1,0,1733.76,0.0,9766.86,1,0
38,4,11.3,5640,Month-to-Month,0,0,Male,1,Fiber Optic,38.431407,-120.8421,1,79.95,0,0,1,,0,0,1,1,Bank Withdrawal,1,0,1,1,0,0,0,1,10,857.2,0,113.0,0.0,970.2,1,1
28,0,42.49,5267,Two Year,1,0,Female,0,,37.672906,-120.946594,1,20.2,0,2,5,,0,0,0,1,Bank Withdrawal,1,0,1,5,0,0,0,0,69,1412.65,0,2931.81,0.0,4344.46,0,0
32,26,17.87,5590,Month-to-Month,0,0,Female,1,Cable,38.093701,-122.276589,0,66.1,1,0,0,,0,1,1,0,Bank Withdrawal,1,0,0,3,0,1,1,0,29,1912.15,0,518.23,0.0,2430.38,1,0
41,28,31.09,5123,Month-to-Month,1,1,Female,1,Fiber Optic,39.607831,-121.777959,1,98.15,1,1,6,,1,1,0,1,Bank Withdrawal,1,0,1,4,0,1,1,0,52,4993.4,0,1616.68,0.0,6610.08,1,0
50,0,15.04,5409,Two Year,1,0,Female,0,,40.796621,-124.15428,1,25.0,1,2,1,,0,0,0,1,Credit Card,1,0,1,4,0,0,0,0,11,300.7,0,165.44,0.0,466.14,0,0
24,26,32.93,5037,One Year,0,0,Male,1,DSL,33.734933,-117.044145,1,70.15,1,0,5,,1,0,1,1,Credit Card,1,1,1,4,0,1,1,0,64,4480.7,0,2107.52,0.0,6588.22,1,0
51,3,22.56,2876,Month-to-Month,0,0,Female,1,Cable,37.424655,-121.74841,0,50.65,1,0,0,Offer E,0,0,1,0,Mailed Check,1,0,0,1,0,0,0,0,3,151.3,0,67.68,0.0,218.98,1,1
27,59,14.96,2010,Month-to-Month,1,0,Male,1,Fiber Optic,34.114772,-118.089431,0,73.75,1,1,0,Offer D,0,0,1,0,Credit Card,1,0,0,3,0,0,1,0,12,871.4,0,179.52,0.0,1050.92,1,1
35,16,40.35,4780,Two Year,1,0,Female,1,Fiber Optic,37.027663,-119.69056,1,106.7,1,2,3,Offer A,0,1,0,1,Credit Card,1,1,1,3,0,1,1,1,67,7009.5,0,2703.45,0.0,9712.95,1,0
46,7,36.65,4669,One Year,0,0,Female,1,DSL,33.720359,-117.733655,1,70.1,0,0,1,Offer B,0,1,1,1,Bank Withdrawal,1,0,1,1,0,1,1,1,57,3913.3,0,2089.05,0.0,6002.35,1,1
56,22,6.99,3347,Month-to-Month,0,1,Male,1,Fiber Optic,39.227434,-120.091806,1,90.35,0,0,4,,0,0,1,1,Bank Withdrawal,1,1,1,3,0,1,1,0,37,3419.3,150,258.63,0.0,3827.93,0,0
63,0,29.1,4840,Month-to-Month,1,0,Male,0,,38.274451,-121.259201,0,19.85,0,2,0,,0,0,0,0,Credit Card,1,0,0,3,0,0,0,0,1,19.85,0,29.1,0.0,48.95,0,0
22,27,31.03,2318,Month-to-Month,0,0,Female,1,Fiber Optic,34.061918,-118.277939,0,85.45,1,0,0,,0,0,1,0,Credit Card,1,0,0,1,0,1,1,0,1,85.45,0,31.03,0.0,116.48,1,1
80,20,4.14,5397,Month-to-Month,0,0,Female,1,Fiber Optic,34.321621,-118.399841,0,85.7,0,0,0,,1,1,1,0,Bank Withdrawal,1,1,0,4,1,0,0,0,45,3778.1,50,186.3,0.0,4014.4,0,0
51,13,24.95,4700,Two Year,1,1,Male,1,Fiber Optic,34.037037,-118.705803,1,114.45,1,1,0,Offer A,1,1,0,1,Bank Withdrawal,1,1,0,3,0,1,1,1,72,8100.55,0,1796.4,0.0,9896.95,1,0
49,24,0.0,5671,Two Year,1,1,Male,1,Cable,38.731771,-123.064272,1,53.7,0,2,2,Offer D,1,1,0,1,Credit Card,0,1,1,3,0,1,1,0,10,521.0,0,0.0,22.97,498.03,1,0
40,0,13.85,3075,Month-to-Month,0,0,Male,0,,33.570023,-117.773669,0,19.65,0,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,0,0,3,0,0,0,0,1,19.65,0,13.85,0.0,33.5,0,0
64,26,37.68,3463,Month-to-Month,1,0,Male,1,Fiber Optic,32.698964,-115.886656,1,70.65,0,2,1,,0,0,1,1,Credit Card,1,0,1,1,0,0,0,0,1,70.65,0,37.68,0.0,108.33,1,1
74,16,41.8,4438,Two Year,0,1,Female,1,Fiber Optic,41.572813,-124.035011,0,89.6,1,0,0,Offer B,0,0,1,0,Bank Withdrawal,1,0,0,4,1,1,1,0,63,5538.8,0,2633.4,0.0,8172.2,1,0
27,0,12.39,4905,Month-to-Month,0,0,Female,0,,37.458367,-119.345011,0,20.9,0,0,0,,0,0,1,0,Credit Card,1,0,0,5,0,0,0,0,10,247.0,0,123.9,0.0,370.9,0,0
35,14,0.0,5463,Month-to-Month,0,1,Female,1,DSL,34.072945,-118.37267,0,29.75,0,0,0,Offer C,0,0,1,0,Credit Card,0,0,0,5,0,0,0,0,28,790.7,0,0.0,0.0,790.7,1,0
60,0,1.69,4193,Two Year,0,0,Male,0,,37.84551,-122.235181,0,20.65,0,0,0,,0,0,0,0,Bank Withdrawal,1,0,0,5,0,0,0,0,57,1125.6,0,96.33,0.0,1221.93,0,0
36,18,34.62,5570,One Year,1,0,Male,1,Fiber Optic,33.215251,-116.53633,1,101.05,1,1,10,Offer A,1,0,1,1,Credit Card,1,0,1,4,0,1,1,1,68,6770.5,0,2354.16,0.0,9124.66,1,0
32,30,39.52,3817,One Year,0,0,Male,1,Fiber Optic,33.88151,-118.234451,1,78.9,1,0,8,Offer B,1,0,1,1,Bank Withdrawal,1,0,1,5,0,0,0,0,47,3650.35,0,1857.44,0.0,5507.79,1,0
33,20,34.76,4668,Two Year,0,1,Female,1,Cable,34.702766,-116.093376,0,66.5,0,0,0,,0,0,0,0,Credit Card,1,1,0,5,0,1,1,0,42,2762.75,0,1459.92,0.0,4222.67,1,0
52,19,0.0,5100,Month-to-Month,1,0,Female,1,DSL,32.67102,-117.095235,1,34.25,0,2,9,,1,0,0,1,Bank Withdrawal,0,1,1,5,0,0,0,0,5,163.55,0,0.0,0.0,163.55,1,0
52,0,49.95,4295,Two Year,1,0,Male,0,,33.012751,-117.200617,0,25.0,1,3,0,,0,0,0,0,Credit Card,1,0,0,4,0,0,0,0,39,1004.35,0,1948.05,0.0,2952.4,0,0
67,25,17.62,2491,One Year,0,0,Female,1,Fiber Optic,37.786031,-122.437301,0,75.4,0,0,0,,0,1,1,0,Bank Withdrawal,1,0,0,4,1,0,0,0,23,1643.55,80,405.26,0.0,2128.81,0,0
31,22,25.75,4718,Month-to-Month,0,0,Female,1,Fiber Optic,34.291273,-118.505104,1,73.2,0,0,1,Offer D,0,1,1,1,Bank Withdrawal,1,0,1,2,0,0,0,0,19,1441.1,0,489.25,0.0,1930.35,1,1
37,23,20.45,5075,Two Year,0,1,Female,1,Cable,35.339796,-119.023552,0,67.4,0,0,0,,1,1,0,0,Bank Withdrawal,1,1,0,3,0,0,0,0,49,3306.85,0,1002.05,0.0,4308.9,1,0
53,0,2.32,3523,Two Year,0,0,Female,0,,34.063947,-118.383001,0,19.85,0,0,0,,0,0,1,0,Credit Card,1,0,0,5,0,0,0,0,41,810.45,0,95.12,0.0,905.57,0,0
52,10,24.57,3880,Month-to-Month,0,0,Female,1,Cable,33.645672,-117.922613,0,58.95,1,0,0,Offer D,0,0,1,0,Credit Card,1,0,0,4,0,1,1,0,11,601.6,70,270.27,0.0,941.87,0,0
54,4,22.56,2576,Month-to-Month,0,0,Male,1,Cable,36.902954,-120.194274,1,101.3,1,0,1,Offer B,1,0,1,1,Bank Withdrawal,1,0,1,1,0,1,1,1,40,4113.1,0,902.4,0.0,5015.5,1,1
39,24,27.99,6424,Two Year,0,1,Female,1,Fiber Optic,33.723579,-118.005441,1,109.45,1,0,1,Offer B,1,1,1,1,Bank Withdrawal,1,0,1,1,0,1,1,1,58,6144.55,0,1623.42,0.0,7767.97,1,1
37,13,34.89,3422,Month-to-Month,0,0,Female,1,Cable,33.994676,-117.372498,0,44.75,0,0,0,,0,0,0,0,Credit Card,1,0,0,5,0,0,0,0,3,148.05,10,104.67,0.0,262.72,0,0
20,48,40.99,5277,Month-to-Month,0,0,Female,1,Cable,34.144703,-117.770299,0,64.6,1,0,0,,0,0,0,0,Bank Withdrawal,1,1,0,5,0,0,0,1,3,174.2,0,122.97,0.0,297.17,1,0
35,30,43.57,4053,One Year,0,1,Male,1,DSL,40.557314,-124.081662,1,65.85,0,0,4,Offer B,1,1,1,1,Bank Withdrawal,1,1,1,3,0,0,0,0,60,3928.3,0,2614.2,0.0,6542.5,1,0
51,75,48.73,5903,Month-to-Month,1,1,Female,1,Fiber Optic,34.341737,-116.539416,1,75.3,0,3,6,Offer D,0,0,1,1,Credit Card,1,0,1,5,0,0,0,0,23,1702.9,0,1120.79,0.0,2823.69,1,0
65,0,30.14,2154,One Year,0,0,Male,0,,37.140104,-119.657092,0,20.05,0,0,0,Offer E,0,0,0,0,Bank Withdrawal,1,0,0,5,1,0,0,0,5,94.15,0,150.7,0.0,244.85,0,0
32,26,0.0,5453,Two Year,1,0,Female,1,Cable,38.166791,-121.14207,1,48.7,0,2,6,Offer B,1,1,0,1,Bank Withdrawal,0,1,1,3,0,0,0,1,62,3008.55,120,0.0,0.0,3128.55,0,0
79,21,6.59,5285,One Year,0,1,Male,1,Fiber Optic,38.598936,-120.963092,0,101.45,0,0,0,Offer C,1,0,1,0,Bank Withdrawal,1,0,0,4,1,1,0,1,29,2948.6,60,191.11,0.0,3199.71,0,0
67,21,18.67,5264,Two Year,0,1,Female,1,DSL,37.449551,-122.183762,1,92.2,1,0,1,Offer A,1,1,1,1,Bank Withdrawal,1,1,1,4,1,1,1,1,70,6474.45,0,1306.9,0.0,7781.35,1,0
65,26,16.04,3856,One Year,0,1,Female,1,DSL,40.524535,-122.647172,0,69.1,1,0,0,,0,0,1,0,Credit Card,1,1,0,3,1,1,1,0,46,3255.35,0,737.84,0.0,3993.19,1,0
42,27,37.2,4283,Month-to-Month,0,1,Female,1,Fiber Optic,37.441931,-121.878502,1,103.95,1,0,1,,1,0,1,1,Bank Withdrawal,1,0,1,2,0,1,1,1,69,7446.9,0,2566.8,0.0,10013.7,1,1
45,28,38.81,5737,Month-to-Month,0,1,Female,1,Fiber Optic,40.689243,-122.037023,1,83.8,0,0,0,,1,0,0,1,Bank Withdrawal,1,1,0,1,0,0,0,0,23,1900.25,0,892.63,0.0,2792.88,1,1
48,0,11.18,5063,Two Year,0,0,Female,0,,38.681651,-122.130569,1,25.6,1,0,3,,0,0,0,1,Credit Card,1,0,1,5,0,0,0,0,71,1888.25,0,793.78,0.0,2682.03,0,0
24,30,48.64,4013,Month-to-Month,0,0,Male,1,Fiber Optic,37.858898,-122.240512,1,74.65,1,0,8,,0,0,1,1,Bank Withdrawal,1,0,1,1,0,0,0,0,4,301.4,0,194.56,0.0,495.96,1,1
42,14,13.04,5042,One Year,0,1,Male,1,DSL,39.69676,-121.644379,0,67.45,1,0,0,Offer C,1,1,0,0,Bank Withdrawal,1,1,0,3,0,0,0,0,37,2443.3,0,482.48,0.0,2925.78,1,0
30,69,10.11,4584,Month-to-Month,0,0,Female,1,Fiber Optic,36.807595,-118.901544,0,89.35,0,0,0,Offer E,1,0,1,0,Bank Withdrawal,1,1,0,3,0,1,1,0,5,461.7,0,50.55,0.0,512.25,1,1
55,13,25.14,4676,Two Year,0,0,Female,1,Fiber Optic,39.172777,-121.805845,1,94.35,1,0,1,Offer B,1,0,1,1,Bank Withdrawal,1,1,1,5,0,1,1,0,61,5703.0,0,1533.54,29.88,7206.66,1,0
30,82,15.06,5049,Month-to-Month,0,1,Female,1,Fiber Optic,37.680844,-122.48131,1,101.35,1,0,10,Offer B,0,0,1,1,Bank Withdrawal,1,0,1,5,0,1,1,1,62,6164.7,0,933.72,0.0,7098.42,1,0
32,0,9.19,3396,One Year,0,0,Female,0,,38.71967,-121.862416,0,19.95,0,0,0,,0,0,0,0,Mailed Check,1,0,0,3,0,0,0,0,48,936.7,0,441.12,0.0,1377.82,0,0
43,23,39.81,4739,Month-to-Month,0,0,Female,1,Fiber Optic,34.312945,-118.858169,0,70.9,0,0,0,Offer E,0,0,0,0,Mailed Check,1,0,0,1,0,0,0,0,1,70.9,0,39.81,0.0,110.71,1,1
42,2,34.98,5827,One Year,0,0,Male,1,Cable,33.345825,-115.596574,0,65.4,0,0,0,Offer B,0,1,0,0,Bank Withdrawal,1,1,0,3,0,0,0,1,44,2774.55,0,1539.12,0.0,4313.67,1,0
64,0,8.54,2847,Month-to-Month,0,0,Male,0,,40.053684,-120.743116,0,19.6,0,0,0,Offer D,0,0,0,0,Credit Card,1,0,0,4,0,0,0,0,14,300.4,0,119.56,0.0,419.96,0,0
33,0,15.73,4075,Month-to-Month,1,0,Male,0,,34.422519,-118.420717,1,20.95,0,2,1,,0,0,0,1,Bank Withdrawal,1,0,1,3,0,0,0,0,11,267.35,0,173.03,18.17,422.21,0,0
78,21,17.51,4138,Month-to-Month,0,0,Male,1,Fiber Optic,37.924014,-122.511694,1,80.3,1,0,1,,0,1,1,1,Bank Withdrawal,1,0,1,1,1,0,0,0,1,80.3,0,17.51,0.0,97.81,1,1
24,0,27.75,5366,Two Year,1,0,Female,0,,34.150354,-118.518292,1,19.4,0,2,8,,0,0,0,1,Credit Card,1,0,1,5,0,0,0,0,55,1083.0,0,1526.25,0.0,2609.25,0,0
20,0,27.88,3625,Month-to-Month,0,0,Male,0,,37.023669,-121.946461,0,19.65,0,0,0,,0,0,0,0,Bank Withdrawal,1,0,0,3,0,0,0,0,1,19.65,0,27.88,0.0,47.53,0,0
75,9,0.0,5693,Two Year,0,1,Female,1,Cable,41.769709,-121.92063,0,53.5,0,0,0,Offer B,1,0,1,0,Bank Withdrawal,0,0,0,3,1,1,0,1,65,3517.9,0,0.0,0.0,3517.9,1,0
56,0,48.75,5154,Two Year,1,0,Female,0,,39.937017,-121.058043,1,19.25,0,1,2,Offer A,0,0,1,1,Bank Withdrawal,1,0,1,4,0,0,0,0,67,1372.9,0,3266.25,0.0,4639.15,0,0
55,28,29.52,4093,Month-to-Month,0,0,Male,1,Fiber Optic,38.833554,-121.498102,0,78.95,0,0,0,Offer E,1,1,1,0,Bank Withdrawal,1,0,0,3,0,0,0,0,6,494.95,0,177.12,0.0,672.07,1,0
42,0,48.61,2607,One Year,0,0,Male,0,,33.28156,-115.955541,0,19.35,0,0,0,,0,0,0,0,Bank Withdrawal,1,0,0,3,0,0,0,0,39,779.2,0,1895.79,0.0,2674.99,0,0
39,20,49.41,4889,Month-to-Month,0,1,Male,1,Fiber Optic,36.618337,-121.926417,1,91.45,1,0,0,,0,0,1,1,Bank Withdrawal,1,0,0,5,0,0,0,1,2,171.45,10,98.82,0.0,280.27,0,0
49,25,1.36,2414,Month-to-Month,0,0,Male,1,Fiber Optic,34.079934,-118.046695,0,85.25,1,0,0,Offer D,0,0,1,0,Bank Withdrawal,1,0,0,2,0,0,0,1,20,1734.5,0,27.2,0.0,1761.7,1,1
37,4,3.84,4806,Month-to-Month,0,1,Female,1,Fiber Optic,37.746699,-122.442833,0,81.15,0,0,0,,1,0,1,0,Bank Withdrawal,1,0,0,1,0,0,0,0,13,952.3,0,49.92,0.0,1002.22,1,1
48,16,15.07,5246,Month-to-Month,0,0,Female,1,Cable,39.732767,-122.042298,0,46.0,0,0,0,,0,0,1,0,Mailed Check,1,0,0,1,0,0,0,0,4,193.6,0,60.28,0.0,253.88,1,1
58,9,15.6,4345,Month-to-Month,0,0,Male,1,Fiber Optic,34.079934,-118.046695,0,92.0,0,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,0,0,3,0,1,1,1,3,266.8,0,46.8,0.0,313.6,1,0
58,15,32.13,5082,Month-to-Month,0,0,Female,1,Fiber Optic,37.803883,-122.208417,0,79.55,0,0,0,,0,0,0,0,Bank Withdrawal,1,0,0,2,0,0,0,1,1,79.55,10,32.13,0.0,121.68,0,1
37,16,0.0,4375,One Year,1,1,Female,1,Cable,41.017282,-121.468945,1,35.4,0,2,1,Offer B,0,1,0,1,Credit Card,0,0,1,4,0,0,0,0,41,1412.4,0,0.0,0.0,1412.4,1,0
61,6,10.36,2185,Month-to-Month,0,1,Male,1,DSL,34.19829,-118.602203,0,75.95,0,0,0,,0,1,1,0,Bank Withdrawal,1,0,0,4,0,1,1,1,45,3273.8,0,466.2,0.0,3740.0,1,0
32,52,28.64,5735,Two Year,1,0,Female,1,Fiber Optic,38.419525,-122.521585,1,101.15,1,3,4,,0,1,1,1,Bank Withdrawal,1,0,1,3,0,1,1,1,62,6638.35,30,1775.68,0.0,8444.03,0,0
63,20,44.36,3653,Month-to-Month,0,1,Male,1,Fiber Optic,33.653338,-117.178271,0,86.05,0,0,0,,0,0,0,0,Bank Withdrawal,1,0,0,5,0,1,1,0,4,308.1,0,177.44,0.0,485.54,1,0
19,52,38.81,4056,Month-to-Month,0,0,Female,1,Fiber Optic,40.310119,-123.909449,0,70.7,0,0,0,,0,0,1,0,Credit Card,1,0,0,3,0,0,1,0,1,70.7,0,38.81,0.0,109.51,1,0
43,0,33.92,5555,Month-to-Month,0,0,Female,0,,36.618337,-121.926417,0,20.05,0,0,0,Offer D,0,0,1,0,Credit Card,1,0,0,5,0,0,0,0,22,470.2,0,746.24,0.0,1216.44,0,0
74,11,0.0,5322,One Year,0,1,Male,1,Cable,33.832799,-116.250973,0,54.6,0,0,0,Offer C,0,0,1,0,Bank Withdrawal,0,1,0,4,1,1,0,1,33,1803.7,0,0.0,0.0,1803.7,1,0
73,0,14.69,6388,Two Year,0,0,Male,0,,38.349195,-121.902943,0,25.1,1,0,0,,0,0,0,0,Credit Card,1,0,0,3,1,0,0,0,67,1672.15,0,984.23,0.0,2656.38,0,0
39,0,6.75,4118,Two Year,0,0,Female,0,,40.267158,-123.805913,0,25.45,1,0,0,Offer A,0,0,0,0,Credit Card,1,0,0,4,0,0,0,0,72,1866.45,0,486.0,0.0,2352.45,0,0
21,82,38.32,2893,Month-to-Month,0,0,Male,1,Fiber Optic,33.787796,-117.875928,0,74.55,0,0,0,,0,0,1,0,Credit Card,1,1,0,3,0,0,0,0,16,1170.5,0,613.12,0.0,1783.62,1,0
71,2,49.75,5720,One Year,0,1,Female,1,Fiber Optic,34.227846,-119.079903,0,109.8,1,0,0,,1,1,1,0,Credit Card,1,0,0,3,1,1,0,1,44,4860.35,0,2189.0,0.0,7049.35,1,0
72,8,12.98,3583,Two Year,0,0,Male,1,Fiber Optic,37.007238,-119.505661,1,71.55,0,0,2,,0,0,0,1,Credit Card,1,0,1,3,1,0,0,0,34,2427.35,0,441.32,0.0,2868.67,1,0
31,8,0.0,4476,Month-to-Month,0,0,Female,1,DSL,33.954017,-118.402447,0,34.7,0,0,0,Offer E,0,0,1,0,Bank Withdrawal,0,0,0,3,0,0,0,1,1,34.7,0,0.0,0.0,34.7,1,1
59,0,49.74,5403,Month-to-Month,0,0,Male,0,,36.618337,-121.926417,0,18.95,0,0,0,Offer E,0,0,1,0,Credit Card,1,0,0,3,0,0,0,0,9,185.6,0,447.66,0.0,633.26,0,1
73,19,17.19,3167,Month-to-Month,0,0,Female,1,DSL,37.83726,-122.287648,0,55.0,1,0,0,Offer D,0,0,0,0,Credit Card,1,1,0,1,1,0,0,0,15,757.1,0,257.85,0.0,1014.95,1,1
29,0,43.57,5160,One Year,0,0,Male,0,,33.964131,-118.272783,1,18.8,0,0,9,,0,0,0,1,Mailed Check,1,0,1,3,0,0,0,0,1,18.8,0,43.57,0.0,62.37,0,0
63,28,14.34,3336,Month-to-Month,0,0,Female,1,Fiber Optic,34.084909,-117.258107,1,86.15,1,0,1,,0,0,0,1,Credit Card,1,0,1,2,0,1,1,0,33,2745.7,0,473.22,0.0,3218.92,1,1
20,59,46.68,3161,One Year,0,0,Female,1,DSL,32.759327,-116.99726,0,55.15,0,0,0,Offer D,0,1,0,0,Credit Card,1,1,0,4,0,0,1,0,13,742.9,0,606.84,0.0,1349.74,1,0
52,0,25.86,6186,Two Year,1,0,Female,0,,38.982373,-122.047751,1,20.5,0,2,10,,0,0,0,1,Credit Card,1,0,1,4,0,0,0,0,58,1191.4,0,1499.88,36.92,2654.36,0,0
53,18,3.2,2613,Month-to-Month,0,0,Female,1,Cable,33.783047,-118.1486,1,58.6,0,0,8,,1,0,1,1,Bank Withdrawal,1,0,1,4,0,0,0,1,47,2723.4,0,150.4,0.0,2873.8,1,0
77,2,5.51,4240,Two Year,0,0,Male,1,Fiber Optic,39.955164,-122.018567,1,84.8,0,0,7,,1,1,1,1,Credit Card,1,1,1,4,1,0,0,0,72,6141.65,0,396.72,0.0,6538.37,1,0
30,42,23.92,4803,Two Year,0,1,Female,1,Fiber Optic,33.143826,-115.497485,0,110.5,1,0,0,Offer A,1,0,1,0,Bank Withdrawal,1,1,0,4,0,1,1,1,69,7455.45,0,1650.48,0.0,9105.93,1,0
73,24,5.57,4522,Month-to-Month,0,1,Male,1,Cable,38.049292,-122.228415,0,66.4,0,0,0,,0,1,0,0,Bank Withdrawal,1,0,0,1,1,0,0,1,2,94.55,0,11.14,0.0,105.69,1,1
77,16,14.87,4270,One Year,0,1,Male,1,Fiber Optic,39.423046,-120.984472,1,80.3,0,0,5,,0,1,0,1,Credit Card,1,0,1,3,1,0,0,0,64,5017.7,0,951.68,0.0,5969.38,1,0
52,0,14.17,3448,Month-to-Month,0,0,Male,0,,32.85723,-117.209774,0,19.6,0,0,0,Offer E,0,0,1,0,Credit Card,1,0,0,1,0,0,0,0,1,19.6,0,14.17,0.0,33.77,0,1
57,20,37.25,2152,Month-to-Month,0,0,Female,1,DSL,35.916943,-120.129921,1,56.15,0,0,3,,0,0,0,1,Bank Withdrawal,1,0,1,2,0,0,0,1,43,2499.3,0,1601.75,0.0,4101.05,1,1
19,0,9.51,4579,Two Year,1,0,Female,0,,38.468893,-122.580539,1,19.5,0,2,1,,0,0,0,1,Credit Card,1,0,1,4,0,0,0,0,59,1222.65,0,561.09,0.0,1783.74,0,0
28,73,32.76,3916,Month-to-Month,0,1,Male,1,Fiber Optic,37.901371,-122.572024,0,98.7,0,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,1,0,3,0,1,1,1,3,293.65,0,98.28,0.0,391.93,1,1
57,10,27.41,3839,Month-to-Month,0,0,Male,1,DSL,38.733714,-120.795213,1,55.05,1,0,6,,0,1,1,1,Mailed Check,1,0,1,5,0,0,0,0,37,2030.75,0,1014.17,0.0,3044.92,1,0
52,12,24.53,5781,Two Year,0,1,Male,1,Fiber Optic,33.991782,-118.479229,0,100.9,1,0,0,Offer A,1,0,1,0,Bank Withdrawal,1,0,0,3,0,1,1,1,72,7459.05,0,1766.16,0.0,9225.21,1,0
67,27,30.63,2709,Month-to-Month,0,1,Female,1,Fiber Optic,37.394411,-120.127262,1,98.1,1,0,1,Offer D,1,0,1,1,Bank Withdrawal,1,0,1,3,1,0,0,1,12,1060.2,0,367.56,49.06,1378.7,1,1
28,69,39.35,5481,One Year,0,0,Female,1,DSL,34.052917,-118.255178,0,55.25,1,0,0,,1,0,1,0,Bank Withdrawal,1,0,0,4,0,0,0,0,29,1620.2,0,1141.15,0.0,2761.35,1,0
58,15,2.64,5039,Month-to-Month,0,0,Male,1,DSL,38.526941,-122.709096,0,64.5,1,0,0,,0,1,1,0,Mailed Check,1,0,0,3,0,1,1,0,30,1888.45,0,79.2,0.0,1967.65,1,0
36,22,12.88,5386,Month-to-Month,1,0,Female,1,Cable,34.003553,-118.308933,1,50.85,1,1,1,,0,0,0,1,Credit Card,1,0,1,1,0,0,0,0,4,239.55,0,51.52,0.0,291.07,1,1
45,5,15.65,4113,Two Year,0,1,Female,1,DSL,34.115192,-118.61017,1,91.7,1,0,10,Offer A,1,1,1,1,Bank Withdrawal,1,1,1,3,0,1,1,1,68,6424.7,0,1064.2,0.0,7488.9,1,0
24,0,23.03,2768,One Year,0,0,Male,0,,38.823278,-121.281856,0,20.3,0,0,0,Offer D,0,0,0,0,Credit Card,1,0,0,4,0,0,0,0,22,467.15,0,506.66,0.0,973.81,0,0
35,21,12.15,5113,Two Year,0,1,Male,1,DSL,34.007353,-118.033683,1,75.7,1,0,3,Offer B,0,1,0,1,Credit Card,1,1,1,3,0,1,1,0,63,4676.7,0,765.45,0.0,5442.15,1,0
